AppID,Date,Rank,Player_Count
2300320,2025-06-15,43,34701
513710,2025-06-22,43,45257
289070,2025-06-29,43,49680
1326470,2025-07-06,43,55325
438100,2025-07-13,43,57307
526870,2025-07-20,43,41346
294100,2025-06-15,42,37837
1174180,2025-06-22,42,44713
438100,2025-06-29,42,54508
322170,2025-07-06,42,41935
1085660,2025-07-13,42,42905
2622380,2025-07-20,42,65827
1091500,2025-06-15,41,41309
227300,2025-06-22,41,40205
2399830,2025-06-29,41,42773
2399830,2025-07-06,41,42568
3241660,2025-07-13,41,57665
438100,2025-07-20,41,54168
526870,2025-06-15,40,37903
346110,2025-06-22,40,52626
1174180,2025-06-29,40,50576
2138720,2025-07-06,40,43337
1203220,2025-07-13,40,155204
1222670,2025-07-20,40,44069
227300,2025-06-15,39,40543
438100,2025-06-22,39,55481
1222670,2025-06-29,39,42620
1222670,2025-07-06,39,44031
1222670,2025-07-13,39,45897
3240220,2025-07-20,39,63578
438100,2025-06-15,38,55807
1222670,2025-06-22,38,42753
322170,2025-06-29,38,44431
3240220,2025-07-13,38,63611
227300,2025-07-06,38,42743
394360,2025-07-20,38,54757
1903340,2025-06-15,37,42307
1245620,2025-06-22,37,50919
227300,2025-06-29,37,45159
2452280,2025-07-06,37,84410
227300,2025-07-13,37,49043
1245620,2025-07-20,37,56728
1222670,2025-06-15,36,39448
230410,2025-06-22,36,49733
1091500,2025-06-29,36,57208
553850,2025-07-06,36,58031
553850,2025-07-13,36,59266
3241660,2025-07-20,36,54975
1174180,2025-06-15,35,49367
322170,2025-06-22,35,45560
553850,2025-06-29,35,61368
3240220,2025-07-06,35,66482
3224770,2025-07-13,35,50107
227300,2025-07-20,35,51118
346110,2025-06-15,34,65085
3489700,2025-06-22,34,119971
394360,2025-06-29,34,55174
394360,2025-07-06,34,56949
394360,2025-07-13,34,55844
3224770,2025-07-20,34,56220
1245620,2025-06-15,33,54905
2399830,2025-06-22,33,47403
1245620,2025-06-29,33,58492
1174180,2025-07-06,33,57932
1245620,2025-07-13,33,60625
1623730,2025-07-20,33,69881
322170,2025-06-15,32,46827
3241660,2025-06-22,32,53295
3240220,2025-06-29,32,68186
1245620,2025-07-06,32,62202
2622380,2025-07-13,32,77172
1174180,2025-07-20,32,61697
230410,2025-06-15,31,53368
553850,2025-06-22,31,65551
2138720,2025-06-29,31,57834
3241660,2025-07-06,31,65954
1174180,2025-07-13,31,61548
1366800,2025-07-20,31,54633
3241660,2025-06-15,30,52786
394360,2025-06-22,30,59864
1366800,2025-06-29,30,56723
1366800,2025-07-06,30,54693
1366800,2025-07-13,30,53236
553850,2025-07-20,30,62735
3240220,2025-06-15,29,67420
251570,2025-06-22,29,65064
440,2025-06-29,29,57302
440,2025-07-06,29,57407
440,2025-07-13,29,55186
238960,2025-07-20,29,57624
394360,2025-06-15,28,57274
3240220,2025-06-22,28,75858
3241660,2025-06-29,28,68238
230410,2025-07-06,28,57623
230410,2025-07-13,28,58416
440,2025-07-20,28,58823
440,2025-06-15,27,56544
440,2025-06-22,27,55764
221100,2025-06-29,27,62725
1091500,2025-07-06,27,66515
1091500,2025-07-13,27,65865
1091500,2025-07-20,27,70609
381210,2025-06-15,26,60132
1366800,2025-06-22,26,57575
2252570,2025-06-29,26,70519
221100,2025-07-06,26,65456
221100,2025-07-13,26,60957
221100,2025-07-20,26,64546
1366800,2025-06-15,25,59092
413150,2025-06-22,25,92847
251570,2025-06-29,25,78169
2622380,2025-07-06,25,96348
1623730,2025-07-13,25,85808
236390,2025-07-20,25,78043
413150,2025-06-15,24,96327
2507950,2025-06-22,24,161668
230410,2025-06-29,24,74103
2252570,2025-07-06,24,75038
2252570,2025-07-13,24,72229
251570,2025-07-20,24,76732
2507950,2025-06-15,23,159229
221100,2025-06-22,23,63183
2767030,2025-06-29,23,79913
251570,2025-07-06,23,83473
251570,2025-07-13,23,76931
2252570,2025-07-20,23,73875
221100,2025-06-15,22,65137
2252570,2025-06-22,22,73381
2507950,2025-06-29,22,159763
236390,2025-07-06,22,86299
236390,2025-07-13,22,79929
1172710,2025-07-20,22,70202
553850,2025-06-15,21,86391
431960,2025-06-22,21,134954
1938090,2025-06-29,21,71007
1623730,2025-07-06,21,103707
238960,2025-07-13,21,72612
230410,2025-07-20,21,126827
2252570,2025-06-15,20,75075
236390,2025-06-22,20,82031
1086940,2025-06-29,20,76785
2507950,2025-07-06,20,177862
3527290,2025-07-13,20,98373
3527290,2025-07-20,20,80969
431960,2025-06-15,19,126904
1086940,2025-06-22,19,80116
413150,2025-06-29,19,136816
2767030,2025-07-06,19,94126
1938090,2025-07-13,19,77458
431960,2025-07-20,19,129905
2669320,2025-06-15,18,73836
1938090,2025-06-22,18,81494
236390,2025-06-29,18,90975
1086940,2025-07-06,18,82373
1086940,2025-07-13,18,78777
1938090,2025-07-20,18,77818
236390,2025-06-15,17,91874
2669320,2025-06-22,17,90561
2669320,2025-06-29,17,88846
1938090,2025-07-06,17,82748
431960,2025-07-13,17,126834
2507950,2025-07-20,17,197482
1938090,2025-06-15,16,78882
1172470,2025-06-22,16,193630
2923300,2025-06-29,16,122793
2669320,2025-07-06,16,85225
1172470,2025-07-13,16,182349
413150,2025-07-20,16,149230
3489700,2025-06-15,15,192078
2138720,2025-06-22,15,84013
2622380,2025-06-29,15,116005
431960,2025-07-06,15,131708
1172710,2025-07-13,15,85993
2669320,2025-07-20,15,86964
1086940,2025-06-15,14,81782
2767030,2025-06-22,14,97387
431960,2025-06-29,14,139009
3527290,2025-07-06,14,103277
381210,2025-07-13,14,86627
1086940,2025-07-20,14,84813
1172470,2025-06-15,13,200672
3527290,2025-06-22,13,87995
3527290,2025-06-29,13,104159
238960,2025-07-06,13,88312
2923300,2025-07-13,13,122092
381210,2025-07-20,13,85044
2767030,2025-06-15,12,110734
381210,2025-06-22,12,88611
1623730,2025-06-29,12,122512
1172470,2025-07-06,12,184099
2669320,2025-07-13,12,89122
271590,2025-07-20,12,98174
271590,2025-06-15,11,113024
271590,2025-06-22,11,106756
1172470,2025-06-29,11,192958
413150,2025-07-06,11,157851
413150,2025-07-13,11,158627
1172470,2025-07-20,11,210108
2923300,2025-06-15,10,117953
2923300,2025-06-22,10,126163
381210,2025-06-29,10,101917
381210,2025-07-06,10,91803
359550,2025-07-13,10,96017
294100,2025-07-20,10,96040
2622380,2025-06-15,9,152152
2622380,2025-06-22,9,149177
271590,2025-06-29,9,106545
2923300,2025-07-06,9,107635
294100,2025-07-13,9,94648
1085660,2025-07-20,9,108535
359550,2025-06-15,8,139744
359550,2025-06-22,8,121460
238960,2025-06-29,8,102754
271590,2025-07-06,8,102401
2507950,2025-07-13,8,198735
359550,2025-07-20,8,99029
252490,2025-06-15,7,143086
238960,2025-06-22,7,122180
359550,2025-06-29,7,104941
359550,2025-07-06,7,99532
271590,2025-07-13,7,100333
2923300,2025-07-20,7,114702
238960,2025-06-15,6,151971
252490,2025-06-22,6,132435
252490,2025-06-29,6,126907
1172710,2025-07-06,6,108271
2767030,2025-07-13,6,136698
2767030,2025-07-20,6,137860
3419430,2025-06-15,5,176651
1172710,2025-06-22,5,165072
3419430,2025-06-29,5,173391
3419430,2025-07-06,5,163752
3419430,2025-07-13,5,146006
252490,2025-07-20,5,139796
1172710,2025-06-15,4,179442
3419430,2025-06-22,4,185410
1172710,2025-06-29,4,133073
252490,2025-07-06,4,167133
252490,2025-07-13,4,142429
3419430,2025-07-20,4,163477
578080,2025-06-15,3,784339
578080,2025-06-22,3,756455
578080,2025-06-29,3,716466
578080,2025-07-06,3,687932
578080,2025-07-13,3,717777
578080,2025-07-20,3,715892
570,2025-06-15,2,649599
570,2025-06-22,2,632375
570,2025-06-29,2,616937
570,2025-07-06,2,634246
570,2025-07-13,2,639690
570,2025-07-20,2,658458
730,2025-06-15,1,1621013
730,2025-06-22,1,1584464
730,2025-06-29,1,1463795
730,2025-07-06,1,1424518
730,2025-07-13,1,1366769
730,2025-07-20,1,1305403
